TransactionID,OrderDate,DeliveryDate,CustomerName,ProductID,Category,Region,Quantity,UnitPrice,DiscountPct,TaxRate,PaymentMethod,OrderStatus,ShippingCity,ShippingCost,IsReturned,ReturnReason,FeedbackScore,LoyaltyPoints,PromoCode,SourceChannel,DeviceType,SessionDurationMin,WarehouseID,SalesRep,TotalAmount
8,2025-06-23 03:32:26,2025-07-19 06:27:10,Robinhood,267,Home,Luzon,5,22.26,0.19,0.12,Cash,Completed,Davao,19.32,No,Changed Mind,4,51,WELCOME10,Paid Search,Tablet,14.4,WH-02,Team A,100.97
14,2025-06-10 07:41:49,2025-05-10 17:35:40,Loren,839,Electronics,NCR,15,154.25,0.04,0.12,Cash,Completed,Quezon City,27.24,No,,4,264,WELCOME10,Social Media,Mobile,43.9,WH-01,Team C,2487.74
28,2025-06-06 22:25:38,2026-02-27 15:47:24,Jinggoy,212,Beauty,Mindanao,2,315.06,0.06,0.12,Bank Transfer,Completed,Davao,21.62,No,Changed Mind,1,401,WELCOME10,Paid Search,Desktop,24.9,WH-01,Team C,663.39
53,2025-06-22 00:42:23,2025-10-08 01:06:39,Francis,152,Apparel,Mindanao,2,97.81,0.11,0.12,Credit Card,Completed,Davao,19.76,No,,1,282,SUMMER20,Social Media,Desktop,23.2,WH-01,Team C,194.99
110,2025-06-04 10:53:48,2025-12-12 10:03:02,Sherwin,935,Electronics,Visayas,5,188.03,0.29,0.12,Bank Transfer,Pending,Davao,26.03,No,Wrong Item,4,410,SUMMER20,Social Media,Mobile,29.1,WH-03,Team A,747.61
117,2025-06-07 08:34:52,2025-02-26 20:59:27,Sherwin,530,Sports,Visayas,16,446.01,0.04,0.12,Credit Card,Completed,Manila,25.11,No,Changed Mind,2,432,FLASH50,Direct,Mobile,25.7,WH-03,Team B,7672.8
128,2025-06-24 05:16:55,2025-03-26 16:22:58,Risa,756,Apparel,Mindanao,18,24.95,0.05,0.12,Bank Transfer,Completed,Makati,32.43,No,Changed Mind,1,326,WELCOME10,Direct,Tablet,37.4,WH-01,Team A,477.84
146,2025-06-21 03:36:29,2025-06-09 14:49:23,Robinhood,681,Apparel,NCR,2,146.86,0.19,0.12,Credit Card,Completed,Manila,26.17,No,Defective,2,359,SUMMER20,Social Media,Mobile,11.3,WH-03,Team C,266.46
147,2025-06-23 11:29:47,2025-08-06 21:54:08,Mark,301,Apparel,NCR,12,123.55,0.12,0.12,Cash,Refunded,Quezon City,6.75,No,Wrong Item,1,370,SUMMER20,Direct,Desktop,8.4,WH-01,Team B,1461.25
152,2025-06-29 05:01:10,2025-02-27 20:21:07,Loren,965,Home,Luzon,6,109.04,0.22,0.12,Cash,Completed,Quezon City,19.36,No,Wrong Item,5,334,SUMMER20,Social Media,Desktop,21.4,WH-03,Team A,571.54
