TransactionID,OrderDate,DeliveryDate,CustomerName,ProductID,Category,Region,Quantity,UnitPrice,DiscountPct,TaxRate,PaymentMethod,OrderStatus,ShippingCity,ShippingCost,IsReturned,ReturnReason,FeedbackScore,LoyaltyPoints,PromoCode,SourceChannel,DeviceType,SessionDurationMin,WarehouseID,SalesRep,TotalAmount
6,2025-03-16 10:39:17,2025-11-07 02:48:19,Grace,768,Apparel,NCR,17,302.88,0.23,0.12,E-Wallet,Cancelled,Makati,41.73,No,Defective,1,292,WELCOME10,Organic,Mobile,14.0,WH-01,Team B,4440.46
21,2025-03-28 13:57:04,2025-08-15 03:52:10,Risa,311,Apparel,NCR,14,182.44,0.26,0.12,E-Wallet,Completed,Quezon City,37.75,No,,2,345,FLASH50,Direct,Mobile,25.9,WH-01,Team C,2116.89
22,2025-03-20 00:04:20,2025-06-30 03:50:57,Imee,384,Apparel,Luzon,10,266.54,0.24,0.12,E-Wallet,Completed,Davao,7.43,No,Defective,2,389,WELCOME10,Social Media,Mobile,4.9,WH-02,Team B,2268.79
30,2025-03-03 14:36:39,2025-12-24 01:08:44,Bong,696,Apparel,Luzon,4,415.56,0.15,0.12,Bank Transfer,Completed,Davao,37.77,No,,2,480,FLASH50,Paid Search,Desktop,31.3,WH-01,Team B,1582.45
65,2025-03-29 00:06:28,2025-01-29 21:26:10,Pia,242,Apparel,Mindanao,10,201.02,0.22,0.12,Bank Transfer,Completed,Cebu,35.24,No,Defective,1,84,SUMMER20,Organic,Tablet,41.6,WH-01,Team A,1756.11
68,2025-03-30 18:56:12,2025-12-22 09:21:05,Grace,881,Apparel,Mindanao,14,60.59,0.05,0.12,E-Wallet,Completed,Manila,34.97,No,Wrong Item,3,233,NONE,Social Media,Tablet,44.7,WH-02,Team B,902.55
78,2025-03-12 11:56:57,2025-02-07 06:05:32,Loren,688,Beauty,Luzon,5,27.91,0.12,0.12,Bank Transfer,Completed,Makati,11.51,No,Changed Mind,3,288,NONE,Social Media,Desktop,3.5,WH-03,Team B,137.54
79,2025-03-15 03:13:49,2025-01-10 15:01:08,Grace,457,Beauty,Visayas,13,218.97,0.01,0.12,E-Wallet,Pending,Manila,14.78,No,Changed Mind,1,446,FLASH50,Organic,Mobile,5.2,WH-02,Team B,3156.32
83,2025-03-21 12:44:26,2025-09-02 05:00:40,Sherwin,940,Beauty,Visayas,12,451.92,0.21,0.12,Bank Transfer,Completed,Davao,5.8,No,,5,374,SUMMER20,Direct,Desktop,17.5,WH-03,Team B,4798.31
106,2025-03-16 01:54:42,2025-07-25 17:15:01,Imee,281,Apparel,NCR,2,232.23,0.0,0.12,Credit Card,Completed,Manila,39.82,No,Defective,1,39,FLASH50,Organic,Tablet,40.8,WH-02,Team C,520.2
107,2025-03-10 06:24:42,2026-01-21 17:12:32,Raffy,550,Beauty,Mindanao,8,478.61,0.17,0.12,Bank Transfer,Completed,Cebu,5.63,No,Changed Mind,1,276,WELCOME10,Paid Search,Mobile,20.6,WH-01,Team A,3559.33
132,2025-03-01 21:32:47,2025-01-30 14:00:41,Robinhood,807,Electronics,Luzon,4,192.78,0.04,0.12,Credit Card,Completed,Davao,10.44,No,Defective,2,429,SUMMER20,Organic,Desktop,29.4,WH-02,Team C,829.11
135,2025-03-30 01:34:37,2026-01-22 18:47:54,Pia,448,Electronics,Mindanao,19,275.18,0.09,0.12,Bank Transfer,Completed,Davao,26.87,No,,5,467,FLASH50,Organic,Mobile,1.9,WH-02,Team B,5328.81
183,2025-03-27 13:32:00,2025-06-29 23:25:44,Jinggoy,381,Apparel,NCR,10,273.76,0.11,0.12,Cash,Completed,Makati,30.72,No,,4,497,WELCOME10,Direct,Mobile,19.3,WH-03,Team A,2728.84
229,2025-03-02 17:30:42,2026-01-27 10:38:47,Sherwin,625,Electronics,NCR,2,318.23,0.28,0.12,Cash,Completed,Makati,46.63,No,,2,435,NONE,Direct,Desktop,35.8,WH-02,Team C,513.24
251,2025-03-07 09:13:22,2025-09-19 18:30:42,Imee,889,Sports,Mindanao,11,445.93,0.18,0.12,Credit Card,Completed,Cebu,27.59,No,,4,440,NONE,Organic,Tablet,20.1,WH-02,Team A,4504.96
275,2025-03-25 18:32:48,2025-12-15 14:28:23,Imee,784,Apparel,Visayas,3,412.51,0.09,0.12,E-Wallet,Completed,Quezon City,19.49,No,Wrong Item,3,186,NONE,Direct,Tablet,24.3,WH-03,Team A,1261.29
283,2025-03-04 19:26:28,2025-09-16 21:58:38,Mark,850,Beauty,Visayas,18,403.75,0.15,0.12,Credit Card,Pending,Davao,23.67,No,Defective,5,47,SUMMER20,Organic,Desktop,10.4,WH-01,Team C,6918.66
293,2025-03-11 09:04:09,2025-12-02 09:04:31,Bong,963,Beauty,Mindanao,19,111.18,0.15,0.12,E-Wallet,Completed,Cebu,23.37,No,Defective,2,54,SUMMER20,Social Media,Mobile,39.4,WH-03,Team C,2011.02
299,2025-03-19 11:05:12,2025-08-11 13:31:42,Grace,840,Apparel,Visayas,9,411.32,0.3,0.12,Credit Card,Completed,Cebu,25.01,No,Wrong Item,1,232,WELCOME10,Social Media,Mobile,31.9,WH-02,Team A,2902.27
315,2025-03-12 04:50:26,2025-07-15 13:07:16,Francis,290,Electronics,Visayas,15,416.53,0.03,0.12,Bank Transfer,Completed,Makati,21.26,No,Wrong Item,2,49,WELCOME10,Paid Search,Tablet,2.2,WH-03,Team A,6787.77
337,2025-03-27 13:07:07,2026-03-05 08:05:54,Loren,208,Apparel,Visayas,13,453.03,0.14,0.12,Cash,Completed,Manila,40.76,No,Changed Mind,2,318,NONE,Paid Search,Tablet,8.6,WH-03,Team A,5672.66
348,2025-03-28 09:11:24,2025-12-11 03:06:06,Risa,472,Beauty,NCR,4,407.71,0.29,0.12,Credit Card,Completed,Quezon City,8.06,No,,3,226,SUMMER20,Paid Search,Tablet,13.5,WH-02,Team B,1296.84
361,2025-03-28 15:17:18,2025-08-31 17:12:16,Grace,567,Electronics,Visayas,7,119.67,0.23,0.12,E-Wallet,Completed,Makati,14.9,No,Changed Mind,3,355,FLASH50,Organic,Tablet,40.4,WH-01,Team B,722.42
373,2025-03-17 00:57:31,2025-12-25 15:48:27,Sherwin,478,Sports,Luzon,4,400.33,0.06,0.12,Credit Card,Completed,Manila,41.33,No,Wrong Item,2,110,WELCOME10,Social Media,Desktop,5.4,WH-02,Team B,1685.87
403,2025-03-20 15:30:47,2025-11-03 10:12:25,Jinggoy,857,Electronics,Luzon,7,88.08,0.24,0.12,Bank Transfer,Completed,Cebu,31.18,No,Changed Mind,5,191,WELCOME10,Organic,Mobile,28.6,WH-01,Team B,524.82
413,2025-03-10 01:54:34,2025-03-14 23:51:28,Sherwin,295,Apparel,Mindanao,7,187.6,0.08,0.12,E-Wallet,Cancelled,Cebu,16.75,No,,1,453,NONE,Social Media,Mobile,33.3,WH-01,Team A,1353.12
427,2025-03-30 03:48:34,2025-11-28 02:15:00,Jinggoy,469,Home,Luzon,2,448.87,0.2,0.12,E-Wallet,Completed,Davao,13.45,No,Wrong Item,4,238,SUMMER20,Organic,Tablet,31.5,WH-03,Team A,804.38
432,2025-03-29 23:23:32,2025-06-16 02:11:27,Grace,254,Beauty,Mindanao,19,319.83,0.11,0.12,Cash,Completed,Makati,26.76,No,Defective,3,86,NONE,Direct,Mobile,35.3,WH-03,Team A,6057.32
442,2025-03-20 14:03:40,2025-04-17 19:41:54,Pia,847,Electronics,Mindanao,2,109.4,0.15,0.12,Bank Transfer,Completed,Quezon City,13.74,No,Defective,3,172,SUMMER20,Direct,Desktop,32.8,WH-02,Team C,208.3
450,2025-03-03 22:41:46,2025-04-22 04:31:05,Raffy,330,Electronics,Luzon,13,137.88,0.11,0.12,E-Wallet,Completed,Quezon City,37.28,No,Wrong Item,3,104,NONE,Paid Search,Tablet,44.7,WH-03,Team B,1786.7
451,2025-03-04 17:34:03,2025-03-04 22:36:34,Bong,300,Home,Visayas,5,311.72,0.12,0.12,E-Wallet,Completed,Manila,37.83,No,Defective,2,360,FLASH50,Direct,Desktop,3.0,WH-02,Team A,1536.16
453,2025-03-24 17:57:20,2025-02-08 08:50:04,Imee,812,Apparel,Mindanao,11,80.43,0.14,0.12,Credit Card,Completed,Manila,14.16,No,Defective,3,427,FLASH50,Organic,Desktop,43.4,WH-02,Team A,852.17
472,2025-03-27 09:14:49,2025-10-11 11:10:58,Bong,151,Sports,Visayas,18,255.96,0.01,0.12,Cash,Pending,Manila,33.99,No,Wrong Item,2,119,FLASH50,Organic,Mobile,16.7,WH-01,Team C,5108.55
496,2025-03-17 17:38:21,2025-02-03 14:55:40,Loren,244,Apparel,Visayas,10,118.83,0.14,0.12,Bank Transfer,Completed,Davao,42.21,No,Changed Mind,4,435,WELCOME10,Social Media,Tablet,3.0,WH-02,Team B,1144.57
516,2025-03-21 12:34:53,2025-08-09 01:13:34,Jinggoy,398,Home,Visayas,9,228.04,0.27,0.12,E-Wallet,Refunded,Cebu,25.76,No,Changed Mind,4,356,SUMMER20,Paid Search,Mobile,27.5,WH-01,Team C,1678.01
524,2025-03-21 15:40:11,2025-08-12 11:43:42,Bong,787,Beauty,Visayas,19,200.34,0.18,0.12,Cash,Completed,Cebu,18.84,No,,2,144,WELCOME10,Organic,Tablet,35.3,WH-02,Team C,3495.85
526,2025-03-22 05:36:43,2025-02-24 22:37:04,Risa,400,Home,Mindanao,16,318.22,0.05,0.12,Cash,Completed,Manila,23.04,No,Changed Mind,4,362,SUMMER20,Direct,Tablet,33.9,WH-03,Team C,5417.38
535,2025-03-09 18:17:26,2025-01-18 00:18:06,Risa,984,Apparel,Mindanao,11,341.44,0.3,0.12,E-Wallet,Completed,Cebu,44.35,No,,1,238,NONE,Organic,Tablet,36.9,WH-03,Team C,2944.58
551,2025-03-02 11:44:41,2025-02-22 19:41:48,Jinggoy,206,Apparel,Luzon,17,183.06,0.15,0.12,E-Wallet,Completed,Makati,27.72,No,Wrong Item,5,202,WELCOME10,Social Media,Tablet,34.6,WH-03,Team A,2962.64
558,2025-03-23 03:16:20,2026-03-13 09:07:40,Bong,434,Apparel,Visayas,7,246.29,0.1,0.12,Bank Transfer,Completed,Quezon City,30.3,No,Wrong Item,4,19,NONE,Social Media,Tablet,23.6,WH-02,Team C,1737.82
581,2025-03-10 22:06:52,2026-02-07 07:08:56,Bong,579,Electronics,Mindanao,17,150.88,0.27,0.12,E-Wallet,Completed,Makati,34.62,No,,2,383,WELCOME10,Social Media,Tablet,17.0,WH-02,Team B,2097.11
624,2025-03-25 17:01:00,2025-09-03 09:57:00,Grace,653,Home,Luzon,9,92.95,0.14,0.12,Credit Card,Completed,Makati,32.35,No,Wrong Item,5,220,NONE,Paid Search,Tablet,2.1,WH-01,Team B,805.76
626,2025-03-21 06:09:35,2025-10-27 01:34:13,Francis,326,Sports,NCR,12,63.78,0.11,0.12,E-Wallet,Completed,Manila,27.92,No,,2,362,WELCOME10,Organic,Desktop,7.0,WH-03,Team B,762.91
678,2025-03-05 14:05:30,2025-04-20 12:33:23,Jinggoy,316,Home,Mindanao,15,214.78,0.09,0.12,Bank Transfer,Completed,Davao,44.52,No,Wrong Item,3,371,NONE,Social Media,Desktop,36.9,WH-01,Team B,3283.56
715,2025-03-20 05:01:15,2025-01-20 11:08:00,Bong,419,Home,Luzon,4,97.17,0.21,0.12,E-Wallet,Completed,Makati,48.01,Yes,Defective,5,487,FLASH50,Direct,Tablet,43.1,WH-01,Team B,343.9
723,2025-03-14 10:26:33,2026-03-10 20:56:11,Francis,584,Apparel,Mindanao,7,94.26,0.22,0.12,Credit Card,Completed,Cebu,31.67,No,Changed Mind,3,236,NONE,Social Media,Desktop,25.7,WH-02,Team C,576.42
739,2025-03-30 14:13:08,2025-03-08 00:07:43,Francis,806,Apparel,Luzon,8,124.25,0.12,0.12,Cash,Refunded,Manila,18.9,No,Wrong Item,3,464,FLASH50,Paid Search,Tablet,4.1,WH-03,Team A,979.69
752,2025-03-06 00:56:58,2025-08-26 17:10:00,Raffy,261,Sports,Luzon,13,417.54,0.09,0.12,E-Wallet,Pending,Manila,17.52,No,,3,434,SUMMER20,Social Media,Tablet,39.3,WH-03,Team B,5532.24
785,2025-03-20 18:12:25,2025-02-12 00:57:46,Imee,865,Electronics,Visayas,13,325.02,0.13,0.12,Cash,Completed,Davao,7.03,No,Changed Mind,5,171,NONE,Organic,Desktop,34.6,WH-01,Team A,4117.09
805,2025-03-26 16:54:21,2025-08-28 09:04:15,Risa,334,Apparel,Luzon,18,347.66,0.26,0.12,E-Wallet,Completed,Manila,25.03,No,Defective,5,412,FLASH50,Organic,Desktop,44.5,WH-03,Team A,5186.53
818,2025-03-03 03:41:41,2025-02-25 23:52:26,Mark,653,Electronics,Luzon,11,282.33,0.16,0.12,Cash,Completed,Makati,22.92,No,,5,254,FLASH50,Direct,Mobile,35.8,WH-02,Team A,2921.78
828,2025-03-23 13:37:03,2025-02-17 19:32:48,Sherwin,837,Home,NCR,14,162.74,0.12,0.12,E-Wallet,Completed,Makati,13.31,No,Wrong Item,4,177,FLASH50,Social Media,Tablet,41.7,WH-01,Team A,2245.55
845,2025-03-05 11:48:41,2025-08-13 20:10:25,Raffy,919,Home,Visayas,17,49.64,0.18,0.12,Cash,Completed,Manila,28.16,No,Defective,4,101,FLASH50,Direct,Desktop,7.2,WH-03,Team C,775.02
850,2025-03-23 13:46:56,2025-04-17 07:16:35,Robinhood,507,Sports,Luzon,3,445.45,0.18,0.12,E-Wallet,Completed,Makati,40.4,No,Wrong Item,1,432,WELCOME10,Social Media,Tablet,20.2,WH-01,Team C,1227.3
891,2025-03-09 00:54:41,2025-09-18 10:47:58,Risa,152,Sports,NCR,5,366.71,0.16,0.12,E-Wallet,Completed,Makati,28.1,No,Wrong Item,3,219,NONE,Social Media,Mobile,20.4,WH-01,Team B,1725.0
913,2025-03-21 19:33:54,2025-06-29 22:59:06,Jinggoy,297,Sports,Visayas,1,157.15,0.14,0.12,Cash,Completed,Quezon City,22.81,No,,5,457,FLASH50,Paid Search,Mobile,2.7,WH-02,Team C,151.37
916,2025-03-19 00:56:20,2025-05-05 14:53:07,Grace,530,Beauty,NCR,7,71.27,0.23,0.12,E-Wallet,Completed,Manila,48.57,No,Defective,3,433,WELCOME10,Paid Search,Tablet,32.3,WH-02,Team A,430.24
918,2025-03-21 11:28:33,2025-06-04 10:17:30,Imee,554,Beauty,Mindanao,5,221.17,0.05,0.12,Credit Card,Pending,Quezon City,7.75,No,Changed Mind,4,380,NONE,Organic,Desktop,7.7,WH-01,Team A,1176.62
924,2025-03-19 03:50:54,2025-05-20 17:30:49,Raffy,182,Electronics,Mindanao,13,354.91,0.15,0.12,Bank Transfer,Completed,Cebu,9.52,No,Defective,5,172,SUMMER20,Direct,Desktop,5.8,WH-03,Team B,4392.37
940,2025-03-15 17:00:36,2025-11-09 09:52:36,Bong,130,Electronics,Visayas,10,40.36,0.13,0.12,Bank Transfer,Completed,Manila,49.35,No,,1,462,SUMMER20,Direct,Desktop,43.3,WH-02,Team B,393.27
