TransactionID,OrderDate,DeliveryDate,CustomerName,ProductID,Category,Region,Quantity,UnitPrice,DiscountPct,TaxRate,PaymentMethod,OrderStatus,ShippingCity,ShippingCost,IsReturned,ReturnReason,FeedbackScore,LoyaltyPoints,PromoCode,SourceChannel,DeviceType,SessionDurationMin,WarehouseID,SalesRep,TotalAmount
19,2025-01-10 20:43:46,2025-02-26 19:26:19,Loren,310,Home,Mindanao,5,291.62,0.18,0.12,Credit Card,Completed,Cebu,22.61,No,Defective,2,387,NONE,Paid Search,Desktop,42.7,WH-01,Team C,1339.12
59,2025-01-02 12:23:01,2025-04-17 12:29:45,Sherwin,357,Apparel,Mindanao,10,446.89,0.23,0.12,Credit Card,Completed,Makati,5.38,No,Defective,2,255,NONE,Direct,Tablet,27.8,WH-01,Team A,3853.98
92,2025-01-11 12:20:03,2025-02-09 03:03:15,Robinhood,311,Sports,NCR,14,233.39,0.14,0.12,Bank Transfer,Refunded,Makati,38.03,No,Changed Mind,1,114,SUMMER20,Social Media,Mobile,6.2,WH-03,Team B,3147.22
99,2025-01-29 00:37:19,2025-03-23 14:23:48,Loren,851,Apparel,Visayas,18,493.86,0.01,0.12,Cash,Cancelled,Makati,25.4,No,Wrong Item,5,145,WELCOME10,Paid Search,Tablet,22.5,WH-03,Team B,9856.66
102,2025-01-16 21:22:18,2025-09-04 13:20:26,Pia,204,Home,Luzon,4,336.73,0.1,0.12,E-Wallet,Completed,Quezon City,49.25,No,Wrong Item,4,283,NONE,Paid Search,Tablet,40.4,WH-01,Team A,1357.7
118,2025-01-14 13:02:22,2025-11-19 18:57:27,Pia,564,Beauty,Luzon,4,470.4,0.13,0.12,E-Wallet,Cancelled,Manila,43.19,No,,3,113,FLASH50,Direct,Mobile,20.3,WH-01,Team A,1833.43
138,2025-01-12 15:48:45,2025-07-27 13:22:23,Mark,876,Electronics,Mindanao,14,282.25,0.2,0.12,Credit Card,Cancelled,Makati,6.23,No,Changed Mind,1,70,FLASH50,Social Media,Mobile,39.9,WH-02,Team B,3540.54
225,2025-01-15 00:34:39,2025-04-01 05:51:56,Jinggoy,481,Electronics,NCR,13,100.41,0.05,0.12,Cash,Completed,Manila,39.89,No,Defective,1,395,FLASH50,Direct,Desktop,1.3,WH-02,Team B,1388.87
230,2025-01-23 09:44:29,2025-05-28 21:56:48,Imee,523,Electronics,NCR,1,17.17,0.02,0.12,Bank Transfer,Completed,Manila,21.51,No,Wrong Item,2,483,SUMMER20,Social Media,Mobile,23.4,WH-03,Team B,18.85
252,2025-01-10 21:37:59,2025-09-05 07:36:31,Mark,816,Beauty,Visayas,19,491.49,0.02,0.12,Credit Card,Completed,Cebu,23.58,No,Defective,3,379,WELCOME10,Social Media,Desktop,27.3,WH-02,Team A,10249.73
