TransactionID,OrderDate,DeliveryDate,CustomerName,ProductID,Category,Region,Quantity,UnitPrice,DiscountPct,TaxRate,PaymentMethod,OrderStatus,ShippingCity,ShippingCost,IsReturned,ReturnReason,FeedbackScore,LoyaltyPoints,PromoCode,SourceChannel,DeviceType,SessionDurationMin,WarehouseID,SalesRep,TotalAmount
13,2025-04-07 08:57:56,2025-08-30 04:57:41,Mark,892,Electronics,NCR,1,418.7,0.29,0.12,Bank Transfer,Completed,Quezon City,12.4,No,Wrong Item,5,323,FLASH50,Organic,Mobile,32.6,WH-01,Team C,332.95
15,2025-04-30 06:18:50,2025-02-23 10:36:11,Sherwin,360,Sports,Luzon,1,13.42,0.15,0.12,Cash,Refunded,Makati,44.42,No,,4,318,NONE,Social Media,Desktop,42.0,WH-02,Team C,12.78
24,2025-04-26 10:28:27,2025-08-07 09:50:48,Francis,616,Sports,NCR,9,300.24,0.2,0.12,E-Wallet,Completed,Davao,43.65,No,Defective,5,283,FLASH50,Organic,Tablet,39.5,WH-02,Team A,2421.14
35,2025-04-24 04:59:35,2025-03-05 11:18:56,Loren,234,Beauty,NCR,13,435.73,0.16,0.12,Bank Transfer,Refunded,Davao,8.03,No,Wrong Item,2,135,SUMMER20,Organic,Mobile,35.9,WH-03,Team B,5329.15
37,2025-04-03 17:04:13,2025-08-30 01:25:15,Francis,965,Sports,NCR,11,61.62,0.12,0.12,E-Wallet,Completed,Quezon City,12.8,No,Wrong Item,4,352,FLASH50,Social Media,Tablet,22.5,WH-01,Team A,668.06
42,2025-04-20 08:49:23,2025-08-17 20:03:07,Grace,646,Home,Mindanao,4,364.22,0.07,0.12,E-Wallet,Completed,Makati,40.14,No,,2,55,WELCOME10,Paid Search,Desktop,27.1,WH-01,Team A,1517.49
69,2025-04-23 02:05:03,2025-10-07 10:43:18,Bong,167,Sports,Mindanao,13,258.84,0.01,0.12,Credit Card,Completed,Quezon City,30.89,No,Defective,3,100,SUMMER20,Organic,Mobile,20.7,WH-02,Team B,3731.02
93,2025-04-17 09:01:22,2025-03-27 06:02:38,Grace,690,Apparel,Visayas,11,315.77,0.03,0.12,Credit Card,Completed,Quezon City,18.29,No,Wrong Item,3,226,FLASH50,Paid Search,Desktop,29.4,WH-03,Team B,3773.58
133,2025-04-20 23:24:36,2025-06-26 16:44:28,Jinggoy,138,Apparel,Mindanao,19,24.08,0.26,0.12,Cash,Completed,Manila,43.06,No,,3,488,NONE,Direct,Tablet,19.3,WH-01,Team A,379.19
139,2025-04-30 11:53:37,2025-03-30 21:26:18,Loren,393,Electronics,Luzon,7,438.3,0.16,0.12,Cash,Completed,Quezon City,44.28,No,Defective,1,482,FLASH50,Direct,Desktop,38.4,WH-01,Team A,2886.47
158,2025-04-22 20:12:23,2025-06-12 08:05:32,Imee,672,Beauty,Luzon,3,426.38,0.28,0.12,Bank Transfer,Completed,Davao,13.29,No,,4,65,SUMMER20,Direct,Desktop,9.4,WH-02,Team C,1031.5
163,2025-04-30 12:01:02,2025-01-29 12:32:22,Loren,344,Electronics,NCR,19,35.08,0.16,0.12,Credit Card,Pending,Cebu,27.54,No,Defective,4,174,WELCOME10,Organic,Tablet,35.0,WH-01,Team A,627.06
175,2025-04-05 04:42:31,2025-09-27 20:39:02,Mark,386,Sports,Mindanao,17,481.29,0.06,0.12,Bank Transfer,Completed,Davao,27.89,No,Wrong Item,5,281,WELCOME10,Paid Search,Mobile,17.2,WH-01,Team C,8613.94
179,2025-04-20 14:26:07,2025-08-04 18:41:50,Jinggoy,550,Sports,Luzon,17,230.33,0.24,0.12,Cash,Completed,Quezon City,13.05,No,Wrong Item,5,290,SUMMER20,Organic,Tablet,27.4,WH-03,Team A,3332.97
208,2025-04-04 05:13:37,2025-06-06 20:48:27,Imee,854,Beauty,NCR,16,342.78,0.22,0.12,Credit Card,Pending,Makati,17.11,No,Wrong Item,5,191,NONE,Paid Search,Tablet,38.2,WH-01,Team A,4791.24
