TransactionID,OrderDate,DeliveryDate,CustomerName,ProductID,Category,Region,Quantity,UnitPrice,DiscountPct,TaxRate,PaymentMethod,OrderStatus,ShippingCity,ShippingCost,IsReturned,ReturnReason,FeedbackScore,LoyaltyPoints,PromoCode,SourceChannel,DeviceType,SessionDurationMin,WarehouseID,SalesRep,TotalAmount
4,2025-12-01 18:00:56,2025-01-08 07:58:59,Risa,885,Beauty,NCR,11,133.85,0.28,0.12,E-Wallet,Completed,Makati,23.01,No,Wrong Item,2,440,WELCOME10,Paid Search,Desktop,3.2,WH-02,Team B,1187.3
23,2025-12-15 01:42:28,2025-10-30 21:57:49,Francis,967,Sports,Luzon,7,295.26,0.1,0.12,Cash,Completed,Manila,26.22,No,Wrong Item,1,372,SUMMER20,Social Media,Tablet,1.2,WH-01,Team B,2083.35
40,2025-12-10 07:42:20,2025-07-31 11:57:19,Grace,391,Beauty,Visayas,13,365.81,0.09,0.12,Cash,Cancelled,Manila,25.5,No,Defective,2,198,WELCOME10,Direct,Mobile,32.6,WH-02,Team B,4846.84
66,2025-12-03 01:23:21,2025-10-24 05:02:31,Mark,781,Home,NCR,15,327.1,0.25,0.12,E-Wallet,Refunded,Quezon City,38.3,No,Changed Mind,4,487,NONE,Social Media,Mobile,34.1,WH-01,Team C,4121.46
77,2025-12-20 21:04:38,2026-01-03 16:09:05,Risa,756,Electronics,Visayas,2,59.31,0.28,0.12,Bank Transfer,Completed,Makati,22.79,No,,5,406,FLASH50,Direct,Mobile,33.5,WH-02,Team B,95.66
101,2025-12-03 20:58:16,2026-02-22 07:28:19,Bong,724,Home,NCR,14,309.33,0.2,0.12,Credit Card,Completed,Davao,49.86,Yes,Changed Mind,5,301,SUMMER20,Paid Search,Mobile,20.0,WH-01,Team A,3880.24
105,2025-12-28 17:49:58,2025-12-04 21:17:19,Imee,477,Home,Luzon,16,20.43,0.16,0.12,Credit Card,Completed,Davao,11.91,No,Defective,2,269,NONE,Paid Search,Desktop,5.8,WH-03,Team A,307.53
141,2025-12-23 14:59:33,2025-11-07 13:37:50,Grace,156,Electronics,Luzon,3,123.32,0.25,0.12,Cash,Pending,Quezon City,14.4,No,Defective,4,277,FLASH50,Direct,Desktop,4.3,WH-03,Team A,310.77
156,2025-12-31 23:01:24,2025-06-03 16:57:51,Francis,881,Sports,Luzon,15,253.73,0.12,0.12,Credit Card,Completed,Quezon City,29.63,No,Wrong Item,3,465,WELCOME10,Social Media,Mobile,38.2,WH-03,Team C,3751.14
162,2025-12-17 20:58:57,2025-09-14 10:43:01,Loren,499,Sports,Luzon,14,202.03,0.3,0.12,E-Wallet,Refunded,Manila,26.56,No,,2,174,FLASH50,Social Media,Mobile,3.9,WH-01,Team A,2217.48
169,2025-12-29 21:33:52,2025-10-21 07:25:56,Loren,333,Sports,Visayas,2,99.05,0.12,0.12,Cash,Completed,Makati,6.59,No,,1,499,FLASH50,Organic,Tablet,11.1,WH-02,Team C,195.25
191,2025-12-28 05:09:57,2025-04-17 22:30:21,Jinggoy,312,Home,NCR,2,91.78,0.1,0.12,Credit Card,Completed,Cebu,35.33,No,Changed Mind,5,360,NONE,Organic,Mobile,2.3,WH-01,Team B,185.03
193,2025-12-14 12:26:48,2025-07-06 16:00:44,Imee,556,Sports,NCR,13,437.32,0.0,0.12,Bank Transfer,Completed,Makati,38.24,No,Changed Mind,5,77,SUMMER20,Social Media,Tablet,3.6,WH-02,Team B,6367.38
