TransactionID,OrderDate,DeliveryDate,CustomerName,ProductID,Category,Region,Quantity,UnitPrice,DiscountPct,TaxRate,PaymentMethod,OrderStatus,ShippingCity,ShippingCost,IsReturned,ReturnReason,FeedbackScore,LoyaltyPoints,PromoCode,SourceChannel,DeviceType,SessionDurationMin,WarehouseID,SalesRep,TotalAmount
18,2025-10-26 05:53:28,2025-10-17 08:18:47,Sherwin,504,Sports,Mindanao,11,477.02,0.21,0.12,Credit Card,Pending,Cebu,14.14,No,Defective,3,442,FLASH50,Organic,Tablet,25.8,WH-02,Team B,4642.74
33,2025-10-05 23:37:47,2025-10-27 01:47:04,Grace,439,Electronics,Mindanao,17,72.88,0.13,0.12,Credit Card,Refunded,Makati,41.14,No,,1,394,WELCOME10,Paid Search,Desktop,11.3,WH-02,Team B,1207.24
46,2025-10-24 14:56:55,2025-06-11 16:50:29,Grace,548,Sports,NCR,9,54.05,0.04,0.12,Bank Transfer,Completed,Cebu,10.09,No,Wrong Item,5,229,SUMMER20,Organic,Mobile,45.0,WH-02,Team A,523.03
62,2025-10-31 10:51:59,2025-03-28 17:10:11,Jinggoy,380,Sports,Luzon,9,420.47,0.02,0.12,E-Wallet,Completed,Quezon City,45.19,No,Changed Mind,1,154,NONE,Paid Search,Desktop,32.3,WH-01,Team C,4153.57
74,2025-10-17 16:46:16,2025-06-29 19:02:38,Mark,753,Electronics,Mindanao,19,23.02,0.24,0.12,Credit Card,Completed,Quezon City,45.11,No,,4,279,WELCOME10,Organic,Tablet,22.8,WH-03,Team C,372.3
80,2025-10-30 19:28:08,2026-02-17 18:16:51,Pia,930,Electronics,Visayas,5,130.12,0.21,0.12,Cash,Completed,Manila,23.04,No,,4,190,WELCOME10,Organic,Tablet,38.8,WH-01,Team B,575.65
84,2025-10-26 02:33:18,2025-04-06 07:42:05,Loren,263,Home,Luzon,15,227.13,0.09,0.12,Bank Transfer,Completed,Makati,18.96,No,Changed Mind,2,156,WELCOME10,Organic,Mobile,16.4,WH-03,Team C,3472.36
85,2025-10-30 00:10:17,2025-10-01 14:25:57,Grace,119,Sports,NCR,7,411.84,0.05,0.12,Credit Card,Pending,Cebu,18.74,No,Wrong Item,3,453,WELCOME10,Social Media,Tablet,25.1,WH-03,Team A,3067.38
89,2025-10-02 03:57:20,2026-03-11 07:58:43,Raffy,356,Apparel,Mindanao,10,216.76,0.02,0.12,Cash,Pending,Manila,32.53,No,,2,45,SUMMER20,Organic,Desktop,24.4,WH-02,Team B,2379.16
108,2025-10-28 08:39:54,2025-04-16 20:01:06,Mark,909,Electronics,Mindanao,6,87.25,0.24,0.12,Credit Card,Completed,Manila,35.23,No,,2,309,SUMMER20,Paid Search,Mobile,10.3,WH-03,Team B,445.6
